year,region,sex,name,count,ranking,prop
1997,East,B,JACK,1044,2,0.031145584725537
1997,East,B,THOMAS,1005,3,0.0299821002386635
1997,East,B,DANIEL,897,4,0.0267601431980907
1997,East,B,MATTHEW,835,5,0.0249105011933174
1997,East,B,JOSHUA,740,6,0.0220763723150358
1997,East,B,SAMUEL,735,7,0.0219272076372315
1997,East,B,HARRY,663,8,0.0197792362768496
1997,East,B,RYAN,633,9,0.0188842482100239
1997,East,B,GEORGE,617,10,0.0184069212410501
1997,East,B,,33520,0,1
1997,London,B,JAMES,1207,1,0.0224107839132534
1997,London,B,DANIEL,1112,2,0.0206468862564522
1997,London,B,JACK,1034,3,0.0191986334434996
1997,London,B,THOMAS,904,4,0.0167848787552453
1997,London,B,GEORGE,741,5,0.0137584017230495
1997,London,B,JOSHUA,730,6,0.0135541609417357
1997,London,B,ALEXANDER,714,7,0.0132570834416428
1997,London,B,JOSEPH,710,8,0.0131828140666196
1997,London,B,MATTHEW,681,9,0.0126443610977014
1997,London,B,HARRY,675,10,0.0125329570351665
1997,London,B,,53858,0,1
1997,South East,B,JAMES,1714,1,0.0351467180675457
1997,South East,B,JACK,1574,2,0.032275924293067
1997,South East,B,THOMAS,1551,3,0.0318042938872598
1997,South East,B,DANIEL,1233,4,0.0252834908852298
1997,South East,B,MATTHEW,1231,5,0.0252424795455944
1997,South East,B,SAMUEL,1229,6,0.025201468205959
1997,South East,B,JOSHUA,1156,7,0.0237045543092665
1997,South East,B,HARRY,990,8,0.0203006131195276
1997,South East,B,GEORGE,942,9,0.0193163409682777
1997,South East,B,ALEXANDER,901,10,0.0184756085057518
1997,South East,B,,48767,0,1
1997,South West,B,JAMES,953,1,0.0340697840697841
1997,South West,B,JACK,929,2,0.0332117832117832
1997,South West,B,THOMAS,894,3,0.031960531960532
1997,South West,B,SAMUEL,773,4,0.0276347776347776
1997,South West,B,JOSHUA,763,5,0.0272772772772773
1997,South West,B,DANIEL,760,6,0.0271700271700272
1997,South West,B,MATTHEW,690,7,0.0246675246675247
1997,South West,B,WILLIAM,565,8,0.0201987701987702
1997,South West,B,BENJAMIN,542,9,0.0193765193765194
1997,South West,B,GEORGE,513,10,0.0183397683397683
1997,South West,B,,27972,0,1
1997,Wales,B,JOSHUA,572,1,0.0322999604720763
1997,Wales,B,DANIEL,551,2,0.0311141227624372
1997,Wales,B,THOMAS,542,3,0.0306059066011633
1997,Wales,B,JACK,476,4,0.0268789880851544
1997,Wales,B,JAMES,433,5,0.0244508442035123
1997,Wales,B,JORDAN,417,6,0.023547348805692
1997,Wales,B,LIAM,379,7,0.0214015472358688
1997,Wales,B,MATTHEW,369,8,0.0208368626122311
1997,Wales,B,CALLUM,351,9,0.0198204302896832
1997,Wales,B,RYAN,333,10,0.0188039979671354
1997,Wales,B,,17709,0,1
1997,North East,G,CHLOE,444,1,0.0308977035490605
1997,North East,G,REBECCA,354,2,0.0246346555323591
1997,North East,G,JESSICA,339,3,0.0235908141962422
1997,North East,G,LAUREN,338,4,0.0235212247738344
1997,North East,G,AMY,337,5,0.0234516353514266
1997,North East,G,SOPHIE,336,6,0.0233820459290188
1997,North East,G,BETHANY,327,7,0.0227557411273486
1997,North East,G,EMILY,325,8,0.0226165622825331
1997,North East,G,COURTNEY,287,9,0.0199721642310369
1997,North East,G,MEGAN,283,10,0.0196938065414057
1997,North East,G,,14370,0,1
1997,North West,G,CHLOE,1089,1,0.0268451412512942
1997,North West,G,REBECCA,923,2,0.0227530444214367
1997,North West,G,JESSICA,917,3,0.0226051373071045
1997,North West,G,MEGAN,902,4,0.022235369521274
1997,North West,G,SOPHIE,851,5,0.0209781590494503
1997,North West,G,HANNAH,834,6,0.0205590888921757
1997,North West,G,EMILY,826,7,0.0203618794063995
1997,North West,G,LAUREN,776,8,0.0191293201202978
1997,North West,G,CHARLOTTE,747,9,0.0184144357343588
1997,North West,G,GEORGIA,742,10,0.0182911798057487
1997,North West,G,,40566,0,1
1997,Yorkshire and The Humber,G,CHLOE,774,1,0.0264217928586059
1997,Yorkshire and The Humber,G,EMILY,690,2,0.0235543114630982
1997,Yorkshire and The Humber,G,BETHANY,630,3,0.0215061104663071
1997,Yorkshire and The Humber,G,SOPHIE,630,3,0.0215061104663071
1997,Yorkshire and The Humber,G,JESSICA,607,5,0.0207209667508705
1997,Yorkshire and The Humber,G,CHARLOTTE,579,6,0.0197651396190346
1997,Yorkshire and The Humber,G,MEGAN,563,7,0.019218952686557
1997,Yorkshire and The Humber,G,REBECCA,560,8,0.0191165426367174
1997,Yorkshire and The Humber,G,LAUREN,548,9,0.0187069024373592
1997,Yorkshire and The Humber,G,AMY,483,10,0.0164880180241688
1997,Yorkshire and The Humber,G,,29294,0,1
1997,East Midlands,G,CHLOE,679,1,0.0285702263738113
1997,East Midlands,G,EMILY,535,2,0.0225111503828999
1997,East Midlands,G,JESSICA,488,3,0.020533535302533
1997,East Midlands,G,MEGAN,477,4,0.020070689219894
1997,East Midlands,G,SOPHIE,475,5,0.0199865353866869
1997,East Midlands,G,LAUREN,472,6,0.0198603046368762
1997,East Midlands,G,CHARLOTTE,436,7,0.0183455356391484
1997,East Midlands,G,GEORGIA,436,7,0.0183455356391484
1997,East Midlands,G,HANNAH,432,9,0.0181772279727342
1997,East Midlands,G,REBECCA,405,10,0.0170411512244383
1997,East Midlands,G,,23766,0,1
1997,West Midlands,G,CHLOE,971,1,0.0299635869900636
1997,West Midlands,G,SOPHIE,745,2,0.022989569832747
1997,West Midlands,G,JESSICA,672,3,0.0207369005739678
1997,West Midlands,G,EMILY,664,4,0.020490032709992
1997,West Midlands,G,LAUREN,615,5,0.0189779670431402
1997,West Midlands,G,CHARLOTTE,608,6,0.0187619576621613
1997,West Midlands,G,HANNAH,549,7,0.0169413071653398
1997,West Midlands,G,REBECCA,537,8,0.016571005369376
1997,West Midlands,G,MEGAN,533,9,0.0164475714373881
1997,West Midlands,G,KATIE,486,10,0.0149972227365303
1997,West Midlands,G,,32406,0,1
1997,East,G,CHLOE,792,1,0.0253294102596904
1997,East,G,EMILY,726,2,0.0232186260713829
1997,East,G,MEGAN,697,3,0.022291160291672
1997,East,G,SOPHIE,649,4,0.0207560445183574
1997,East,G,HANNAH,625,5,0.0199884866317001
1997,East,G,CHARLOTTE,624,6,0.0199565050530894
1997,East,G,REBECCA,584,7,0.0186772419086606
1997,East,G,JESSICA,564,8,0.0180376103364462
1997,East,G,LAUREN,558,9,0.0178457208647819
1997,East,G,GEORGIA,538,10,0.0172060892925675
1997,East,G,,31268,0,1
1997,London,G,CHLOE,683,1,0.0132034255446655
1997,London,G,EMILY,668,2,0.0129134528021033
1997,London,G,HANNAH,656,3,0.0126814746080535
1997,London,G,JESSICA,656,3,0.0126814746080535
1997,London,G,SOPHIE,631,5,0.0121981867037832
1997,London,G,REBECCA,567,6,0.0109609696688511
1997,London,G,LAUREN,548,7,0.0105936708616057
1997,London,G,CHARLOTTE,525,8,0.010149045989677
1997,London,G,GEORGIA,515,9,0.00995573082796884
1997,London,G,AMY,510,10,0.00985907324711477
1997,London,G,,51729,0,1
1997,South East,G,EMILY,1162,1,0.0249185108938068
1997,South East,G,CHLOE,1119,2,0.0239963973237262
1997,South East,G,SOPHIE,1051,3,0.022538171212901
1997,South East,G,CHARLOTTE,956,4,0.0205009435580717
1997,South East,G,MEGAN,914,5,0.0196002744896209
1997,South East,G,HANNAH,912,6,0.0195573854863613
1997,South East,G,JESSICA,896,7,0.0192142734602848
1997,South East,G,REBECCA,841,8,0.0180348258706468
1997,South East,G,LAUREN,809,9,0.0173486018184937
1997,South East,G,AMY,758,10,0.0162549322353749
1997,South East,G,,46632,0,1
1997,South West,G,CHLOE,693,1,0.0261460101867572
1997,South West,G,EMILY,631,2,0.0238068289002075
1997,South West,G,JESSICA,583,3,0.0219958498396529
1997,South West,G,CHARLOTTE,575,4,0.0216940199962271
1997,South West,G,SOPHIE,553,5,0.0208639879268063
1997,South West,G,MEGAN,542,6,0.0204489718920958
1997,South West,G,LAUREN,496,7,0.0187134502923977
1997,South West,G,HANNAH,490,8,0.0184870779098283
1997,South West,G,GEORGIA,453,9,0.0170911148839842
1997,South West,G,REBECCA,435,10,0.0164119977362762
1997,South West,G,,26505,0,1
1997,Wales,G,CHLOE,498,1,0.029623460829219
1997,Wales,G,EMILY,388,2,0.0230801261079055
1997,Wales,G,SOPHIE,387,3,0.0230206412468027
1997,Wales,G,LAUREN,368,4,0.0218904288858486
1997,Wales,G,JESSICA,367,5,0.0218309440247457
1997,Wales,G,MEGAN,350,6,0.0208197013859973
1997,Wales,G,HANNAH,341,7,0.0202843376360716
1997,Wales,G,REBECCA,304,8,0.0180833977752662
1997,Wales,G,GEORGIA,290,9,0.0172506097198263
1997,Wales,G,BETHAN,275,10,0.0163583368032836
1997,Wales,G,,16811,0,1
1998,North East,B,JACK,499,1,0.0336866266117599
1998,North East,B,JAMES,470,2,0.0317288867886316
1998,North East,B,DANIEL,464,3,0.0313238371700533
1998,North East,B,MATTHEW,447,4,0.0301761965840816
1998,North East,B,CONNOR,437,5,0.0295011138864511
1998,North East,B,CALLUM,385,6,0.0259906838587727
1998,North East,B,THOMAS,362,7,0.0244379936542226
1998,North East,B,JORDAN,340,8,0.0229528117194356
1998,North East,B,LEWIS,330,9,0.0222777290218052
1998,North East,B,RYAN,330,10,0.0222777290218052
1998,North East,B,,14813,0,1
1998,North West,B,JACK,1446,1,0.0347303951002762
1998,North West,B,THOMAS,1296,2,0.0311276570193347
1998,North West,B,JAMES,1268,3,0.0304551459108923
1998,North West,B,MATTHEW,1194,4,0.0286777951242945
1998,North West,B,DANIEL,1166,5,0.028005284015852
1998,North West,B,JOSHUA,1023,6,0.0245706737120211
1998,North West,B,CALLUM,889,7,0.0213522276930467
1998,North West,B,JOSEPH,845,8,0.0202954245226372
1998,North West,B,CONNOR,761,9,0.01827789119731
1998,North West,B,LEWIS,744,10,0.0178695808814699
1998,North West,B,,41635,0,1
1998,Yorkshire and The Humber,B,THOMAS,971,1,0.0318548651663277
1998,Yorkshire and The Humber,B,JACK,938,2,0.0307722590381209
1998,Yorkshire and The Humber,B,JAMES,863,3,0.0283117905649236
1998,Yorkshire and The Humber,B,JOSHUA,839,4,0.0275244406535004
1998,Yorkshire and The Humber,B,DANIEL,719,5,0.0235876910963848
1998,Yorkshire and The Humber,B,MATTHEW,653,6,0.0214224788399711
1998,Yorkshire and The Humber,B,CONNOR,593,7,0.0194541040614133
1998,Yorkshire and The Humber,B,JOSEPH,588,8,0.0192900728298668
1998,Yorkshire and The Humber,B,LEWIS,577,9,0.0189292041204645
1998,Yorkshire and The Humber,B,JORDAN,573,10,0.0187979791352273
1998,Yorkshire and The Humber,B,,30482,0,1
1998,East Midlands,B,THOMAS,823,1,0.033092078809811
1998,East Midlands,B,JACK,804,2,0.0323281061519904
1998,East Midlands,B,JOSHUA,705,3,0.0283474065138721
1998,East Midlands,B,JAMES,697,4,0.0280257338158424
1998,East Midlands,B,MATTHEW,551,5,0.0221552070767994
1998,East Midlands,B,SAMUEL,538,6,0.021632488942501
1998,East Midlands,B,DANIEL,524,7,0.0210695617209489
1998,East Midlands,B,JORDAN,472,8,0.0189786891837555
1998,East Midlands,B,CALLUM,468,9,0.0188178528347407
1998,East Midlands,B,JOSEPH,452,10,0.0181745074386811
1998,East Midlands,B,,24870,0,1
1998,West Midlands,B,JACK,1065,1,0.031901509705248
1998,West Midlands,B,THOMAS,1048,2,0.0313922837287323
1998,West Midlands,B,JAMES,909,3,0.0272286125089863
1998,West Midlands,B,JOSHUA,808,4,0.024203211119099
1998,West Midlands,B,DANIEL,783,5,0.0234543493889288
1998,West Midlands,B,MATTHEW,691,6,0.0206985382219027
1998,West Midlands,B,CALLUM,657,7,0.0196800862688713
1998,West Midlands,B,RYAN,623,8,0.0186616343158399
1998,West Midlands,B,SAMUEL,599,9,0.0179427270548766
1998,West Midlands,B,JORDAN,576,10,0.0172537742631201
1998,West Midlands,B,,33384,0,1
1998,East,B,JACK,1092,1,0.033220772109154
1998,East,B,JAMES,996,2,0.0303002646709866
1998,East,B,THOMAS,971,3,0.0295397158589638
1998,East,B,JOSHUA,779,4,0.0236987009826291
1998,East,B,MATTHEW,771,5,0.0234553253627818
1998,East,B,DANIEL,740,6,0.0225122448358736
1998,East,B,SAMUEL,703,7,0.0213866325940799
1998,East,B,HARRY,687,8,0.0208998813543853
1998,East,B,GEORGE,609,9,0.0185269690608743
1998,East,B,WILLIAM,599,10,0.0182227495360652
1998,East,B,,32871,0,1
1998,London,B,JAMES,1132,1,0.0209172548874681
1998,London,B,JACK,1112,2,0.020547692080269
1998,London,B,THOMAS,1045,3,0.0193096566761521
1998,London,B,DANIEL,1033,4,0.0190879189918327
1998,London,B,JOSHUA,829,5,0.015318378358402
1998,London,B,GEORGE,751,6,0.0138770834103256
1998,London,B,SAMUEL,715,7,0.0132118703573672
1998,London,B,ALEXANDER,703,8,0.0129901326730478
1998,London,B,MATTHEW,696,9,0.0128607856905281
1998,London,B,MOHAMMED,667,10,0.0123249196200894
1998,London,B,,54118,0,1
1998,South East,B,JAMES,1672,1,0.0341649808945831
1998,South East,B,JACK,1539,2,0.0314473119597867
1998,South East,B,THOMAS,1514,3,0.030936471934449
1998,South East,B,MATTHEW,1208,4,0.024683790024316
1998,South East,B,JOSHUA,1192,5,0.0243568524080999
1998,South East,B,DANIEL,1170,6,0.0239073131858027
1998,South East,B,SAMUEL,1149,7,0.0234782075645191
1998,South East,B,HARRY,1053,8,0.0215165818672225
1998,South East,B,GEORGE,1001,9,0.0204540346145201
1998,South East,B,WILLIAM,874,10,0.0178589672858048
1998,South East,B,,48939,0,1
1998,South West,B,JACK,929,1,0.0337254047774632
1998,South West,B,THOMAS,919,2,0.0333623756625281
1998,South West,B,JAMES,804,3,0.0291875408407754
1998,South West,B,DANIEL,715,4,0.0259565817178538
1998,South West,B,JOSHUA,691,5,0.0250853118420097
1998,South West,B,SAMUEL,682,6,0.0247585856385682
1998,South West,B,MATTHEW,645,7,0.0234153779133087
1998,South West,B,WILLIAM,582,8,0.021128294489218
1998,South West,B,BENJAMIN,521,9,0.0189138168881144
1998,South West,B,HARRY,501,10,0.0181877586582444
1998,South West,B,,27546,0,1
1998,Wales,B,JOSHUA,514,1,0.0301413241071952
1998,Wales,B,THOMAS,510,2,0.0299067612736762
1998,Wales,B,DANIEL,417,3,0.0244531753943588
1998,Wales,B,JACK,414,4,0.0242772532692195
1998,Wales,B,CALLUM,396,5,0.0232217205183839
1998,Wales,B,JAMES,378,6,0.0221661877675482
1998,Wales,B,JORDAN,350,7,0.020524247932915
1998,Wales,B,RHYS,334,8,0.0195859965988389
1998,Wales,B,RYAN,325,9,0.0190582302234211
1998,Wales,B,CONNOR,321,10,0.0188236673899021
1998,Wales,B,,17053,0,1
1998,North East,G,CHLOE,561,1,0.0403393974257568
1998,North East,G,REBECCA,344,2,0.0247357445890559
1998,North East,G,EMILY,331,3,0.0238009635435392
1998,North East,G,SOPHIE,327,4,0.0235133386064572
1998,North East,G,MEGAN,318,5,0.0228661824980226
1998,North East,G,JESSICA,311,6,0.022362838858129
1998,North East,G,BETHANY,307,7,0.022075213921047
1998,North East,G,COURTNEY,294,8,0.0211404328755303
1998,North East,G,LAUREN,290,9,0.0208528079384483
1998,North East,G,CHARLOTTE,251,10,0.0180484648018983
1998,North East,G,,13907,0,1
1998,North West,G,CHLOE,1314,1,0.0332288084159417
1998,North West,G,MEGAN,1042,2,0.0263503944972689
1998,North West,G,EMILY,846,3,0.0213938903499899
1998,North West,G,JESSICA,835,4,0.0211157191988671
1998,North West,G,REBECCA,775,5,0.0195984220109245
1998,North West,G,HANNAH,762,6,0.0192696742868703
1998,North West,G,SOPHIE,741,7,0.0187386202710904
1998,North West,G,LAUREN,715,8,0.018081124822982
1998,North West,G,GEORGIA,677,9,0.0171201699372851
1998,North West,G,OLIVIA,673,10,0.0170190167914222
1998,North West,G,,39544,0,1
1998,Yorkshire and The Humber,G,CHLOE,1031,1,0.0353130565830936
1998,Yorkshire and The Humber,G,MEGAN,700,2,0.023975887107823
1998,Yorkshire and The Humber,G,EMILY,647,3,0.0221605699410878
1998,Yorkshire and The Humber,G,JESSICA,583,4,0.0199684888340869
1998,Yorkshire and The Humber,G,BETHANY,582,5,0.01993423756679
1998,Yorkshire and The Humber,G,CHARLOTTE,538,6,0.0184271818057268
1998,Yorkshire and The Humber,G,SOPHIE,516,7,0.0176736539251952
1998,Yorkshire and The Humber,G,COURTNEY,479,8,0.0164063570352103
1998,Yorkshire and The Humber,G,REBECCA,472,9,0.0161665981641321
1998,Yorkshire and The Humber,G,HANNAH,458,10,0.0156870804219756
1998,Yorkshire and The Humber,G,,29196,0,1
1998,East Midlands,G,CHLOE,847,1,0.0360901614896246
1998,East Midlands,G,EMILY,504,2,0.0214751374153138
1998,East Midlands,G,JESSICA,475,3,0.0202394648259406
1998,East Midlands,G,MEGAN,466,4,0.0198559802292386
1998,East Midlands,G,CHARLOTTE,465,5,0.019813370829605
1998,East Midlands,G,SOPHIE,451,6,0.0192168392347352
1998,East Midlands,G,LUCY,413,7,0.0175976820486599
1998,East Midlands,G,KATIE,404,8,0.0172141974519579
1998,East Midlands,G,BETHANY,398,9,0.0169585410541565
1998,East Midlands,G,LAUREN,368,10,0.0156802590651498
1998,East Midlands,G,,23469,0,1
1998,West Midlands,G,CHLOE,1217,1,0.0384530316913647
1998,West Midlands,G,MEGAN,651,2,0.0205693702802616
1998,West Midlands,G,EMILY,649,3,0.0205061771303991
1998,West Midlands,G,SOPHIE,601,4,0.0189895415336977
1998,West Midlands,G,JESSICA,595,5,0.0187999620841101
1998,West Midlands,G,CHARLOTTE,589,6,0.0186103826345224
1998,West Midlands,G,LAUREN,542,7,0.0171253436127524
1998,West Midlands,G,LUCY,487,8,0.0153875319915321
1998,West Midlands,G,HANNAH,478,9,0.0151031628171506
1998,West Midlands,G,BETHANY,455,10,0.0143764415937312
1998,West Midlands,G,,31649,0,1
1998,East,G,CHLOE,972,1,0.030842455973346
1998,East,G,EMILY,699,2,0.0221799143265112
1998,East,G,CHARLOTTE,676,3,0.0214501031254958
1998,East,G,SOPHIE,662,4,0.0210058702205299
1998,East,G,MEGAN,617,5,0.0195779787402824
1998,East,G,JESSICA,551,6,0.0174837379025861
1998,East,G,REBECCA,543,7,0.0172298905283198
1998,East,G,LAUREN,541,8,0.0171664286847533
1998,East,G,HANNAH,540,9,0.01713469776297
1998,East,G,LUCY,515,10,0.0163414247183881
1998,East,G,,31515,0,1
1998,London,G,CHLOE,776,1,0.0151612840200848
1998,London,G,EMILY,632,2,0.0123478498720278
1998,London,G,JESSICA,614,3,0.0119961706035207
1998,London,G,CHARLOTTE,581,4,0.0113514252779243
1998,London,G,HANNAH,580,5,0.011331887540785
1998,London,G,SOPHIE,545,6,0.0106480667409101
1998,London,G,REBECCA,521,7,0.0101791610495672
1998,London,G,MEGAN,505,8,0.00986655725533869
1998,London,G,LAUREN,488,9,0.00953441572397085
1998,London,G,LUCY,480,10,0.00937811382685657
1998,London,G,,51183,0,1
1998,South East,G,CHLOE,1403,1,0.0300415399768747
1998,South East,G,EMILY,1172,2,0.0250952849985011
1998,South East,G,MEGAN,1000,3,0.0214123592137382
1998,South East,G,SOPHIE,982,4,0.0210269367478909
1998,South East,G,CHARLOTTE,958,5,0.0205130401267612
1998,South East,G,HANNAH,893,6,0.0191212367778682
1998,South East,G,JESSICA,878,7,0.0188000513896621
1998,South East,G,LAUREN,805,8,0.0172369491670592
1998,South East,G,LUCY,737,9,0.015780908740525
1998,South East,G,AMY,701,10,0.0150100638088305
1998,South East,G,,46702,0,1
1998,South West,G,CHLOE,893,1,0.0339840925524223
1998,South West,G,EMILY,697,2,0.0265250979944438
1998,South West,G,MEGAN,587,3,0.0223389275792518
1998,South West,G,SOPHIE,533,4,0.0202838984663394
1998,South West,G,JESSICA,532,5,0.0202458423716558
1998,South West,G,CHARLOTTE,519,6,0.0197511131407695
1998,South West,G,HANNAH,460,7,0.0175058035544392
1998,South West,G,LAUREN,456,8,0.017353579175705
1998,South West,G,GEORGIA,410,9,0.0156029988202611
1998,South West,G,AMY,405,10,0.0154127183468432
1998,South West,G,,26277,0,1
1998,Wales,G,CHLOE,612,1,0.0373512358864815
1998,Wales,G,EMILY,369,2,0.0225205981080256
1998,Wales,G,MEGAN,358,3,0.021849252364968
1998,Wales,G,JESSICA,343,4,0.020933780897162
1998,Wales,G,SOPHIE,320,5,0.0195300579798596
1998,Wales,G,HANNAH,309,6,0.018858712236802
1998,Wales,G,COURTNEY,305,7,0.0186145865120537
1998,Wales,G,LAUREN,294,8,0.017943240768996
1998,Wales,G,KATIE,278,9,0.0169667378700031
1998,Wales,G,FFION,248,10,0.0151357949343912
1998,Wales,G,,16385,0,1
1999,North East,B,JACK,538,1,0.0379140239605356
1999,North East,B,JAMES,430,2,0.0303030303030303
1999,North East,B,DANIEL,405,3,0.0285412262156448
1999,North East,B,THOMAS,386,4,0.0272022551092319
1999,North East,B,MATTHEW,379,5,0.0267089499647639
1999,North East,B,RYAN,348,6,0.0245243128964059
1999,North East,B,LEWIS,343,7,0.0241719520789288
1999,North East,B,LIAM,331,8,0.0233262861169838
1999,North East,B,CALLUM,305,9,0.0214940098661029
1999,North East,B,ADAM,288,10,0.0202959830866808
1999,North East,B,,14190,0,1
1999,North West,B,JACK,1506,1,0.037251409913921
1999,North West,B,THOMAS,1387,2,0.0343079054120906
1999,North West,B,JAMES,1150,3,0.028445631740378
1999,North West,B,DANIEL,1019,4,0.0252053032551697
1999,North West,B,MATTHEW,1004,5,0.0248342732759474
1999,North West,B,JOSHUA,964,6,0.0238448599980212
1999,North West,B,CALLUM,935,7,0.0231275353715247
1999,North West,B,JOSEPH,904,8,0.0223607400811319
1999,North West,B,LEWIS,792,9,0.0195903829029386
1999,North West,B,SAMUEL,708,10,0.0175126150192936
1999,North West,B,,40428,0,1
1999,Yorkshire and The Humber,B,THOMAS,985,1,0.033220910623946
1999,Yorkshire and The Humber,B,JACK,978,2,0.0329848229342327
1999,Yorkshire and The Humber,B,JOSHUA,810,3,0.027318718381113
1999,Yorkshire and The Humber,B,JAMES,804,4,0.0271163575042159
1999,Yorkshire and The Humber,B,DANIEL,640,5,0.0215851602023609
1999,Yorkshire and The Humber,B,JOSEPH,599,6,0.0202023608768971
1999,Yorkshire and The Humber,B,SAMUEL,596,7,0.0201011804384486
1999,Yorkshire and The Humber,B,LEWIS,592,8,0.0199662731871838
1999,Yorkshire and The Humber,B,MATTHEW,562,9,0.0189544688026981
1999,Yorkshire and The Humber,B,CALLUM,554,10,0.0186846543001686
1999,Yorkshire and The Humber,B,,29650,0,1
1999,East Midlands,B,THOMAS,781,1,0.0322954141338957
1999,East Midlands,B,JACK,772,2,0.0319232518711492
1999,East Midlands,B,JAMES,635,3,0.026258115204896
1999,East Midlands,B,JOSHUA,607,4,0.0251002770541289
1999,East Midlands,B,JOSEPH,538,5,0.0222470330397387
1999,East Midlands,B,SAMUEL,537,6,0.0222056816772113
1999,East Midlands,B,DANIEL,510,7,0.0210891948889716
1999,East Midlands,B,WILLIAM,480,8,0.0198486540131497
1999,East Midlands,B,MATTHEW,446,9,0.0184427076872183
1999,East Midlands,B,CALLUM,421,10,0.0174089236240334
1999,East Midlands,B,,24183,0,1
1999,West Midlands,B,JACK,1032,1,0.0313677811550152
1999,West Midlands,B,THOMAS,919,2,0.0279331306990881
1999,West Midlands,B,JAMES,892,3,0.027112462006079
1999,West Midlands,B,JOSHUA,786,4,0.0238905775075988
1999,West Midlands,B,DANIEL,731,5,0.0222188449848024
1999,West Midlands,B,MATTHEW,666,6,0.0202431610942249
1999,West Midlands,B,CALLUM,660,7,0.0200607902735562
1999,West Midlands,B,RYAN,629,8,0.0191185410334347
1999,West Midlands,B,MOHAMMED,603,9,0.0183282674772036
1999,West Midlands,B,JOSEPH,601,10,0.0182674772036474
1999,West Midlands,B,,32900,0,1
1999,East,B,JACK,1074,1,0.033250773993808
1999,East,B,THOMAS,1039,2,0.0321671826625387
1999,East,B,JAMES,1008,3,0.0312074303405573
1999,East,B,JOSHUA,767,4,0.0237461300309598
1999,East,B,SAMUEL,721,5,0.0223219814241486
1999,East,B,MATTHEW,677,6,0.0209597523219814
1999,East,B,HARRY,675,7,0.0208978328173375
1999,East,B,DANIEL,664,8,0.0205572755417957
1999,East,B,GEORGE,608,9,0.0188235294117647
1999,East,B,WILLIAM,595,10,0.0184210526315789
